date,time,item_name,category,quantity,price,payment_type
2025-01-11,19:08:22,Red Wine,Wine,1,10.01,Cash
2025-01-11,23:17:47,Red Wine,Wine,1,9.42,Cash
2025-01-11,20:06:43,Margarita,Cocktail,2,12.09,Cash
2025-01-11,21:15:42,Whiskey Sour,Cocktail,2,13.63,Card
2025-01-11,21:38:42,Vodka Shot,Shot,1,5.45,Card
2025-01-11,20:04:04,IPA Beer,Beer,1,8.56,Card
2025-01-11,16:48:15,Rum & Coke,Cocktail,1,11.55,Card
2025-01-11,23:33:10,White Wine,Wine,2,8.74,Card
2025-01-11,04:04:23,Stout Beer,Beer,2,9.53,Card
2025-01-11,06:06:04,White Wine,Wine,2,9.46,Cash
2025-01-11,16:04:21,Vodka Soda,Cocktail,3,9.01,Card
2025-01-11,11:00:26,Margarita,Cocktail,1,11.3,Card
2025-01-11,14:23:46,Tequila Shot,Shot,2,5.93,Card
2025-01-11,15:40:04,Vodka Soda,Cocktail,2,9.62,Card
2025-01-11,18:24:45,IPA Beer,Beer,1,7.1,Card
2025-01-11,16:56:55,Whiskey Sour,Cocktail,2,12.8,Card
2025-01-11,10:10:06,Vodka Soda,Cocktail,1,9.6,Card
2025-01-11,08:55:04,Vodka Shot,Shot,2,5.05,Card
2025-01-11,22:41:06,Whiskey Sour,Cocktail,2,12.17,Cash
2025-01-11,00:34:59,Vodka Soda,Cocktail,2,10.51,Card
2025-01-11,23:09:38,Rum & Coke,Cocktail,2,11.41,Card
2025-01-11,08:05:23,Mojito,Cocktail,3,10.81,Card
2025-01-11,23:23:39,Vodka Soda,Cocktail,3,9.48,Card
2025-01-11,17:32:32,Vodka Soda,Cocktail,1,9.25,Card
2025-01-11,23:56:05,Lager Beer,Beer,2,6.44,Card
2025-01-11,14:46:42,Red Wine,Wine,2,9.94,Cash
2025-01-11,10:40:44,Stout Beer,Beer,2,9.09,Card
2025-01-11,15:55:45,White Wine,Wine,1,9.57,Card
2025-01-11,21:32:10,Rum & Coke,Cocktail,2,11.56,Card
2025-01-11,15:05:52,Stout Beer,Beer,2,9.5,Card
2025-01-11,17:42:31,Rum & Coke,Cocktail,1,11.44,Card
2025-01-11,17:37:23,Margarita,Cocktail,1,11.16,Card
2025-01-11,23:43:57,IPA Beer,Beer,1,8.57,Card
2025-01-11,23:29:46,Lager Beer,Beer,1,7.56,Card
2025-01-11,06:08:53,White Wine,Wine,3,8.55,Card
2025-01-11,14:18:13,Rum & Coke,Cocktail,3,11.22,Card
2025-01-11,21:43:21,Whiskey Sour,Cocktail,2,12.14,Cash
2025-01-11,12:27:36,Vodka Soda,Cocktail,1,10.9,Cash
2025-01-11,22:04:16,White Wine,Wine,2,8.56,Card
2025-01-11,06:54:51,Rum & Coke,Cocktail,2,10.37,Card
2025-01-11,17:15:36,Tequila Shot,Shot,2,6.85,Cash
2025-01-11,18:53:00,Mojito,Cocktail,3,11.4,Card
2025-01-11,18:38:29,Rum & Coke,Cocktail,2,10.7,Card
2025-01-11,18:41:27,Whiskey Sour,Cocktail,2,12.98,Card
2025-01-11,18:46:59,Lager Beer,Beer,1,7.45,Card
2025-01-11,20:48:27,Mojito,Cocktail,3,10.95,Card
2025-01-11,00:37:28,Tequila Shot,Shot,1,6.05,Cash
2025-01-11,18:08:42,Vodka Shot,Shot,1,5.92,Card
2025-01-11,20:01:54,Vodka Soda,Cocktail,3,10.47,Card
2025-01-11,16:37:09,Lager Beer,Beer,1,6.37,Card
2025-01-11,10:49:00,Vodka Shot,Shot,1,6.7,Card
2025-01-11,22:08:45,IPA Beer,Beer,1,8.11,Card
2025-01-11,22:37:51,Vodka Shot,Shot,2,6.66,Card
2025-01-11,19:32:09,Red Wine,Wine,1,9.79,Cash
2025-01-11,20:38:26,Stout Beer,Beer,2,8.63,Card
2025-01-11,17:39:16,IPA Beer,Beer,3,7.07,Card
2025-01-11,20:39:57,Mojito,Cocktail,1,10.69,Card
2025-01-11,18:05:01,Mojito,Cocktail,1,11.7,Card
2025-01-11,17:34:52,Margarita,Cocktail,2,11.5,Cash
2025-01-11,22:40:57,Stout Beer,Beer,1,8.04,Card
2025-01-11,12:28:34,Rum & Coke,Cocktail,2,11.95,Cash
2025-01-11,08:38:01,Lager Beer,Beer,2,6.8,Cash
2025-01-11,15:10:41,Rum & Coke,Cocktail,2,11.93,Card
2025-01-11,15:57:52,Margarita,Cocktail,1,11.61,Cash
2025-01-11,13:16:00,Rum & Coke,Cocktail,2,11.83,Card
2025-01-11,18:58:34,Red Wine,Wine,1,9.42,Card
2025-01-11,14:37:13,Red Wine,Wine,1,10.96,Cash
2025-01-11,16:38:38,Rum & Coke,Cocktail,1,11.02,Card
2025-01-11,20:51:05,Mojito,Cocktail,1,11.9,Card
2025-01-11,21:41:05,Stout Beer,Beer,1,9.47,Card
2025-01-11,17:54:48,Old Fashioned,Cocktail,1,14.2,Card
2025-01-11,19:22:24,Whiskey Sour,Cocktail,3,13.22,Cash
2025-01-11,16:31:49,Vodka Shot,Shot,3,6.23,Cash
2025-01-12,23:17:12,Red Wine,Wine,2,9.52,Card
2025-01-12,05:50:56,Rum & Coke,Cocktail,1,11.74,Cash
2025-01-12,22:42:41,Margarita,Cocktail,1,11.36,Card
2025-01-12,19:46:47,Red Wine,Wine,2,9.03,Card
2025-01-12,20:55:02,Stout Beer,Beer,1,8.68,Card
2025-01-12,10:05:00,Old Fashioned,Cocktail,1,14.01,Card
2025-01-12,21:58:11,Vodka Soda,Cocktail,2,9.58,Card
2025-01-12,17:25:01,Vodka Shot,Shot,3,6.99,Cash
2025-01-12,21:53:13,Stout Beer,Beer,2,8.0,Card
2025-01-12,23:06:14,Vodka Shot,Shot,2,5.46,Cash
2025-01-12,14:28:26,Whiskey Sour,Cocktail,1,13.47,Card
2025-01-12,06:02:49,Whiskey Sour,Cocktail,1,12.8,Card
2025-01-12,20:32:30,Stout Beer,Beer,1,8.67,Cash
2025-01-12,18:11:34,IPA Beer,Beer,1,8.66,Cash
2025-01-12,21:30:18,Tequila Shot,Shot,1,5.23,Card
2025-01-12,08:38:24,Stout Beer,Beer,3,9.26,Card
2025-01-12,21:11:34,Stout Beer,Beer,1,8.94,Card
2025-01-12,22:56:07,Lager Beer,Beer,2,7.28,Card
2025-01-12,21:57:41,IPA Beer,Beer,1,8.81,Card
2025-01-12,20:12:30,Whiskey Sour,Cocktail,2,13.85,Card
2025-01-12,00:49:27,Lager Beer,Beer,2,7.95,Card
2025-01-12,12:47:45,Rum & Coke,Cocktail,2,11.14,Card
2025-01-12,14:19:13,Margarita,Cocktail,2,12.58,Card
2025-01-12,15:02:05,Mojito,Cocktail,1,11.77,Cash
2025-01-12,13:24:38,Rum & Coke,Cocktail,2,10.41,Card
2025-01-12,23:07:16,Whiskey Sour,Cocktail,1,13.04,Card
2025-01-12,23:53:48,Whiskey Sour,Cocktail,1,12.07,Card
2025-01-12,16:55:26,Vodka Soda,Cocktail,2,10.47,Cash
2025-01-12,07:49:12,Lager Beer,Beer,2,6.98,Card
2025-01-12,13:42:49,Lager Beer,Beer,1,7.98,Cash
2025-01-12,17:43:15,Old Fashioned,Cocktail,2,14.18,Card
2025-01-12,17:07:57,Mojito,Cocktail,1,10.1,Card
2025-01-12,23:46:06,White Wine,Wine,2,9.06,Card
2025-01-12,12:18:37,Vodka Soda,Cocktail,1,10.09,Cash
2025-01-12,20:32:38,Tequila Shot,Shot,1,5.12,Card
2025-01-12,17:10:19,Margarita,Cocktail,1,12.16,Card
2025-01-12,17:52:57,Mojito,Cocktail,1,11.59,Card
2025-01-12,22:51:44,IPA Beer,Beer,1,8.25,Cash
2025-01-12,17:56:40,Tequila Shot,Shot,1,5.76,Card
2025-01-12,21:46:11,Whiskey Sour,Cocktail,2,13.82,Card
2025-01-12,14:36:26,IPA Beer,Beer,2,8.13,Card
2025-01-12,18:29:34,Mojito,Cocktail,3,11.05,Card
2025-01-12,22:13:24,Margarita,Cocktail,2,11.71,Cash
2025-01-12,14:22:15,Lager Beer,Beer,1,6.1,Card
2025-01-12,21:04:54,Stout Beer,Beer,1,10.0,Card
2025-01-12,15:34:23,Tequila Shot,Shot,2,6.87,Card
2025-01-12,15:39:45,Mojito,Cocktail,1,10.8,Cash
2025-01-12,19:01:50,Red Wine,Wine,2,9.6,Card
2025-01-12,20:21:32,Lager Beer,Beer,2,7.52,Card
2025-01-12,18:51:12,Whiskey Sour,Cocktail,2,13.7,Card
2025-01-12,18:26:14,Vodka Shot,Shot,1,6.78,Cash
2025-01-12,20:33:14,Mojito,Cocktail,2,10.29,Card
2025-01-12,19:27:59,Rum & Coke,Cocktail,3,10.3,Card
2025-01-12,09:34:46,Mojito,Cocktail,1,11.09,Card
2025-01-12,20:47:00,Stout Beer,Beer,3,9.95,Card
2025-01-12,20:24:38,Margarita,Cocktail,2,12.04,Card
2025-01-12,00:52:53,Margarita,Cocktail,2,12.7,Cash
2025-01-12,17:05:15,Old Fashioned,Cocktail,2,13.54,Card
2025-01-12,09:07:33,White Wine,Wine,3,8.0,Cash
2025-01-12,10:03:55,Mojito,Cocktail,1,11.24,Card
2025-01-12,13:43:27,IPA Beer,Beer,1,8.39,Card
2025-01-12,16:14:05,Mojito,Cocktail,3,10.65,Card
2025-01-12,23:47:14,Tequila Shot,Shot,2,5.7,Card
2025-01-12,08:15:02,Tequila Shot,Shot,2,6.19,Card
2025-01-12,20:52:29,IPA Beer,Beer,1,7.18,Cash
2025-01-12,19:36:36,Stout Beer,Beer,1,8.81,Card
2025-01-12,19:46:11,Margarita,Cocktail,3,12.4,Card
2025-01-12,12:48:10,Old Fashioned,Cocktail,1,13.0,Card
2025-01-12,17:08:58,Whiskey Sour,Cocktail,2,13.3,Card
2025-01-12,19:04:16,Stout Beer,Beer,1,9.39,Card
2025-01-12,10:01:03,Tequila Shot,Shot,2,5.5,Cash
2025-01-12,19:27:04,Rum & Coke,Cocktail,1,10.06,Card
2025-01-12,17:18:27,Mojito,Cocktail,2,11.85,Cash
2025-01-12,21:14:55,Whiskey Sour,Cocktail,2,13.42,Card
2025-01-12,19:54:24,Mojito,Cocktail,2,11.56,Card
2025-01-12,19:37:34,Old Fashioned,Cocktail,3,13.94,Card
2025-01-12,14:00:46,Tequila Shot,Shot,2,6.54,Card
2025-01-12,12:12:00,Mojito,Cocktail,2,11.75,Card
2025-01-12,17:25:36,White Wine,Wine,1,8.71,Card
2025-01-12,21:26:30,Vodka Soda,Cocktail,1,9.95,Card
2025-01-12,22:54:52,Vodka Soda,Cocktail,3,9.43,Card
2025-01-12,21:02:30,Mojito,Cocktail,1,11.03,Card
2025-01-12,19:31:47,Whiskey Sour,Cocktail,2,13.78,Card
2025-01-12,21:23:20,Vodka Shot,Shot,3,5.18,Card
2025-01-12,22:02:07,Red Wine,Wine,1,10.86,Card
2025-01-12,22:13:33,White Wine,Wine,2,9.75,Cash
2025-01-12,16:10:46,Rum & Coke,Cocktail,1,11.81,Card
2025-01-12,00:03:45,Lager Beer,Beer,1,7.41,Cash
2025-01-12,11:40:12,IPA Beer,Beer,3,7.33,Card
2025-01-12,15:45:22,White Wine,Wine,2,8.05,Card
2025-01-12,08:24:25,Mojito,Cocktail,1,10.27,Card
2025-01-12,22:46:51,Rum & Coke,Cocktail,1,11.63,Card
2025-01-12,07:34:55,Tequila Shot,Shot,1,6.78,Cash
2025-01-12,14:37:20,Rum & Coke,Cocktail,1,10.19,Card
2025-01-12,19:02:36,White Wine,Wine,2,9.21,Card
2025-01-12,02:25:15,IPA Beer,Beer,1,7.06,Card
2025-01-12,21:03:41,Margarita,Cocktail,2,11.92,Cash
2025-01-12,22:25:55,Mojito,Cocktail,1,10.5,Card
2025-01-12,18:48:06,Vodka Shot,Shot,1,5.32,Card
2025-01-12,20:20:17,Old Fashioned,Cocktail,1,13.93,Card
2025-01-12,08:18:42,Vodka Shot,Shot,3,5.13,Card
2025-01-12,18:48:43,Mojito,Cocktail,2,11.89,Cash
2025-01-12,12:18:30,Vodka Shot,Shot,1,6.02,Card
2025-01-12,22:04:07,Lager Beer,Beer,1,7.89,Card
2025-01-12,16:18:55,Old Fashioned,Cocktail,1,13.06,Card
2025-01-12,17:16:23,Vodka Soda,Cocktail,3,10.9,Cash
2025-01-12,14:16:56,Old Fashioned,Cocktail,2,13.43,Card
2025-01-12,19:32:31,Vodka Shot,Shot,2,5.96,Card
2025-01-12,06:00:24,Whiskey Sour,Cocktail,1,13.46,Card
2025-01-12,19:31:20,Whiskey Sour,Cocktail,1,12.21,Card
2025-01-12,17:44:31,Mojito,Cocktail,1,11.65,Card
2025-01-12,08:22:09,Tequila Shot,Shot,2,5.12,Cash
2025-01-12,17:49:42,Red Wine,Wine,2,10.42,Card
2025-01-12,00:26:10,Margarita,Cocktail,2,11.87,Cash
2025-01-12,05:02:08,Vodka Soda,Cocktail,1,9.7,Card
2025-01-12,00:08:10,Margarita,Cocktail,2,11.33,Card
2025-01-12,17:11:36,Red Wine,Wine,1,9.64,Card
2025-01-12,13:24:41,Vodka Shot,Shot,1,6.01,Card
2025-01-12,19:43:57,IPA Beer,Beer,1,7.9,Card
2025-01-12,22:44:01,Red Wine,Wine,2,9.16,Cash
2025-01-12,21:15:46,White Wine,Wine,1,8.39,Card
2025-01-12,21:43:46,Margarita,Cocktail,3,12.58,Card
2025-01-12,21:03:49,Lager Beer,Beer,2,7.03,Card
2025-01-12,19:45:42,Vodka Soda,Cocktail,1,10.83,Card
2025-01-12,23:24:15,Vodka Shot,Shot,1,5.1,Card
2025-01-12,17:49:53,Vodka Soda,Cocktail,3,10.79,Card
2025-01-12,21:05:54,Mojito,Cocktail,1,10.87,Card
2025-01-12,06:54:13,Vodka Soda,Cocktail,3,11.0,Card
2025-01-12,18:54:15,Stout Beer,Beer,2,9.7,Card
2025-01-12,13:12:46,Whiskey Sour,Cocktail,1,13.23,Card
2025-01-12,23:41:11,White Wine,Wine,3,9.98,Cash
2025-01-12,19:13:34,IPA Beer,Beer,2,8.24,Card
2025-01-12,21:57:59,White Wine,Wine,2,9.16,Card
2025-01-12,04:12:24,White Wine,Wine,1,9.22,Cash
2025-01-12,09:13:12,Old Fashioned,Cocktail,2,13.45,Card
2025-01-12,19:02:55,Stout Beer,Beer,1,8.6,Card
2025-01-12,23:19:28,Mojito,Cocktail,1,11.42,Card
2025-01-12,19:37:19,Old Fashioned,Cocktail,1,14.8,Card
2025-01-12,08:53:20,Vodka Soda,Cocktail,1,10.0,Card
2025-01-12,22:12:45,Whiskey Sour,Cocktail,1,12.01,Card
2025-01-12,03:07:00,Red Wine,Wine,3,10.78,Card
2025-01-12,18:37:23,Rum & Coke,Cocktail,1,11.32,Card
2025-01-12,18:04:38,Stout Beer,Beer,2,8.97,Card
2025-01-12,22:06:45,White Wine,Wine,2,9.58,Card
2025-01-12,20:49:49,Vodka Soda,Cocktail,2,10.8,Cash
2025-01-12,19:45:55,Vodka Shot,Shot,1,6.24,Cash
2025-01-13,04:43:43,Old Fashioned,Cocktail,1,13.26,Card
2025-01-13,20:47:19,Old Fashioned,Cocktail,1,14.95,Cash
2025-01-13,22:28:12,Stout Beer,Beer,2,9.79,Card
2025-01-13,12:26:58,Whiskey Sour,Cocktail,2,13.02,Card
2025-01-13,23:01:56,Mojito,Cocktail,2,10.33,Card
2025-01-13,19:51:57,Old Fashioned,Cocktail,1,14.35,Card
2025-01-13,12:35:12,Lager Beer,Beer,1,7.56,Card
2025-01-13,20:42:14,Margarita,Cocktail,1,11.49,Card
2025-01-13,22:53:25,Vodka Shot,Shot,2,5.14,Card
2025-01-13,09:30:08,Margarita,Cocktail,2,12.21,Card
2025-01-13,22:54:02,Stout Beer,Beer,2,9.05,Card
2025-01-13,22:40:13,Tequila Shot,Shot,1,6.58,Card
2025-01-13,14:24:44,Vodka Shot,Shot,2,6.89,Cash
2025-01-13,15:37:57,IPA Beer,Beer,1,8.85,Cash
2025-01-13,12:22:41,Tequila Shot,Shot,1,5.8,Cash
2025-01-13,13:59:53,Mojito,Cocktail,2,10.23,Card
2025-01-13,05:35:01,Mojito,Cocktail,2,11.87,Cash
2025-01-13,18:21:24,Stout Beer,Beer,3,8.39,Card
2025-01-13,06:01:14,Margarita,Cocktail,3,11.22,Card
2025-01-13,13:02:15,Vodka Soda,Cocktail,2,10.23,Card
2025-01-13,19:05:59,IPA Beer,Beer,2,7.4,Card
2025-01-13,19:16:47,Rum & Coke,Cocktail,2,11.77,Card
2025-01-13,05:10:19,Old Fashioned,Cocktail,2,14.65,Card
2025-01-13,17:27:39,White Wine,Wine,1,8.29,Card
2025-01-13,23:48:09,Red Wine,Wine,2,10.42,Card
2025-01-13,18:26:03,Old Fashioned,Cocktail,1,14.11,Card
2025-01-13,23:23:36,Rum & Coke,Cocktail,2,11.53,Card
2025-01-13,13:54:08,Whiskey Sour,Cocktail,2,13.09,Card
2025-01-13,20:18:40,IPA Beer,Beer,3,8.77,Cash
2025-01-13,20:01:35,Tequila Shot,Shot,2,5.41,Card
2025-01-13,22:12:13,Vodka Soda,Cocktail,3,9.59,Cash
2025-01-13,20:54:40,Vodka Soda,Cocktail,2,9.89,Card
2025-01-13,19:11:57,Stout Beer,Beer,2,8.23,Card
2025-01-13,07:30:21,Whiskey Sour,Cocktail,3,13.19,Cash
2025-01-13,23:48:15,Old Fashioned,Cocktail,1,13.44,Card
2025-01-13,10:48:18,IPA Beer,Beer,1,7.26,Card
2025-01-13,02:51:50,Mojito,Cocktail,1,10.94,Card
2025-01-13,23:41:11,Rum & Coke,Cocktail,1,11.21,Card
2025-01-13,23:00:50,Lager Beer,Beer,1,6.61,Card
2025-01-13,09:53:52,Old Fashioned,Cocktail,1,14.86,Card
2025-01-13,21:58:15,Margarita,Cocktail,1,11.24,Card
2025-01-13,16:26:39,Stout Beer,Beer,1,8.76,Card
2025-01-13,16:03:58,IPA Beer,Beer,2,7.08,Card
2025-01-13,14:16:57,IPA Beer,Beer,1,7.27,Cash
2025-01-13,12:59:59,White Wine,Wine,1,9.38,Card
2025-01-13,18:14:01,Stout Beer,Beer,1,9.27,Card
2025-01-13,06:35:33,Tequila Shot,Shot,3,5.14,Cash
2025-01-13,17:36:59,Margarita,Cocktail,1,11.14,Card
2025-01-13,13:09:41,Red Wine,Wine,2,10.99,Card
2025-01-13,23:56:17,Old Fashioned,Cocktail,2,14.1,Card
2025-01-13,12:25:31,Lager Beer,Beer,1,6.09,Card
2025-01-13,14:49:30,Stout Beer,Beer,2,8.19,Card
2025-01-13,10:44:58,Vodka Shot,Shot,2,6.24,Cash
2025-01-13,23:32:09,Old Fashioned,Cocktail,2,14.17,Card
2025-01-13,18:31:12,Vodka Soda,Cocktail,1,10.27,Card
2025-01-13,18:39:29,Mojito,Cocktail,1,10.7,Card
2025-01-13,17:03:39,Stout Beer,Beer,2,8.16,Card
2025-01-13,16:03:22,IPA Beer,Beer,1,7.34,Card
2025-01-13,17:20:57,Rum & Coke,Cocktail,2,10.28,Card
2025-01-13,07:14:57,Margarita,Cocktail,3,11.31,Card
2025-01-13,22:10:50,Old Fashioned,Cocktail,2,14.85,Card
2025-01-13,00:48:59,Mojito,Cocktail,1,11.98,Card
2025-01-13,11:12:42,Red Wine,Wine,3,10.51,Cash
2025-01-13,21:25:35,Stout Beer,Beer,1,9.02,Card
2025-01-13,23:40:13,IPA Beer,Beer,3,8.01,Card
2025-01-13,06:50:55,Mojito,Cocktail,1,11.56,Card
2025-01-13,22:15:06,Mojito,Cocktail,2,11.88,Card
2025-01-13,06:09:37,Margarita,Cocktail,1,11.66,Card
2025-01-13,19:48:09,Lager Beer,Beer,1,7.59,Card
2025-01-13,12:59:30,Old Fashioned,Cocktail,1,14.34,Card
2025-01-13,14:23:54,Lager Beer,Beer,2,7.06,Card
2025-01-13,18:14:33,Mojito,Cocktail,1,11.35,Cash
2025-01-13,17:23:05,Whiskey Sour,Cocktail,2,13.92,Card
2025-01-13,08:22:17,IPA Beer,Beer,3,8.23,Card
2025-01-14,18:29:08,Lager Beer,Beer,2,7.24,Card
2025-01-14,10:07:48,Lager Beer,Beer,1,6.15,Cash
2025-01-14,07:49:19,Red Wine,Wine,2,10.03,Card
2025-01-14,13:29:08,Lager Beer,Beer,1,6.76,Card
2025-01-14,15:31:43,Tequila Shot,Shot,1,6.48,Cash
2025-01-14,20:27:21,White Wine,Wine,1,8.9,Cash
2025-01-14,21:59:26,Rum & Coke,Cocktail,1,10.17,Cash
2025-01-14,17:27:35,Whiskey Sour,Cocktail,1,13.25,Card
2025-01-14,12:32:18,Rum & Coke,Cocktail,1,11.82,Cash
2025-01-14,19:04:11,Margarita,Cocktail,2,11.78,Cash
2025-01-14,06:03:30,IPA Beer,Beer,2,7.84,Card
2025-01-14,21:20:33,Red Wine,Wine,1,9.82,Card
2025-01-14,22:03:39,IPA Beer,Beer,1,8.31,Card
2025-01-14,23:34:39,White Wine,Wine,1,9.71,Card
2025-01-14,23:56:38,Red Wine,Wine,2,10.62,Cash
2025-01-14,18:31:37,Vodka Soda,Cocktail,2,10.74,Cash
2025-01-14,22:02:50,Margarita,Cocktail,3,12.05,Card
2025-01-14,23:45:55,Tequila Shot,Shot,1,5.51,Card
2025-01-14,22:57:13,Stout Beer,Beer,3,8.19,Cash
2025-01-14,06:20:24,Vodka Soda,Cocktail,1,9.54,Cash
2025-01-14,20:55:01,Whiskey Sour,Cocktail,1,12.87,Card
2025-01-14,18:53:11,Vodka Soda,Cocktail,2,9.58,Cash
2025-01-14,19:01:10,Old Fashioned,Cocktail,3,14.09,Card
2025-01-14,18:31:20,Red Wine,Wine,1,10.08,Card
2025-01-14,15:35:10,IPA Beer,Beer,2,7.06,Cash
2025-01-14,17:26:17,Old Fashioned,Cocktail,2,14.09,Cash
2025-01-14,19:48:37,Vodka Soda,Cocktail,2,9.14,Card
2025-01-14,13:33:49,White Wine,Wine,1,8.45,Card
2025-01-14,17:50:07,Whiskey Sour,Cocktail,1,13.71,Card
2025-01-14,20:47:21,White Wine,Wine,2,9.39,Card
2025-01-14,21:08:08,IPA Beer,Beer,2,7.04,Cash
2025-01-14,12:29:09,Margarita,Cocktail,2,11.58,Card
2025-01-14,10:55:31,Stout Beer,Beer,1,9.71,Card
2025-01-14,14:22:28,Whiskey Sour,Cocktail,1,12.84,Card
2025-01-14,12:38:17,Tequila Shot,Shot,1,6.94,Card
2025-01-14,19:04:02,White Wine,Wine,1,9.83,Card
2025-01-14,21:30:48,Margarita,Cocktail,2,11.99,Card
2025-01-14,20:46:22,Tequila Shot,Shot,2,5.72,Card
2025-01-14,21:31:15,Tequila Shot,Shot,1,5.05,Card
2025-01-14,15:35:47,IPA Beer,Beer,1,7.23,Card
2025-01-14,13:42:25,Rum & Coke,Cocktail,2,10.39,Cash
2025-01-14,12:03:05,Tequila Shot,Shot,1,5.71,Card
2025-01-14,23:57:36,Vodka Shot,Shot,2,6.05,Card
2025-01-14,21:51:51,Vodka Soda,Cocktail,1,10.1,Card
2025-01-14,07:57:28,Tequila Shot,Shot,1,6.9,Card
2025-01-14,20:29:06,Rum & Coke,Cocktail,3,10.48,Cash
2025-01-14,15:45:31,Margarita,Cocktail,2,12.95,Card
2025-01-14,23:31:50,IPA Beer,Beer,3,7.63,Card
2025-01-14,20:38:51,Vodka Shot,Shot,3,6.29,Card
2025-01-14,15:40:29,Whiskey Sour,Cocktail,1,12.87,Card
2025-01-14,16:37:50,Tequila Shot,Shot,3,5.4,Card
2025-01-14,20:22:37,Whiskey Sour,Cocktail,1,12.13,Card
2025-01-14,22:06:10,Mojito,Cocktail,1,11.19,Cash
2025-01-14,20:12:23,Whiskey Sour,Cocktail,1,13.91,Card
2025-01-14,16:23:04,Whiskey Sour,Cocktail,1,13.08,Card
2025-01-14,17:49:02,Lager Beer,Beer,2,6.47,Card
2025-01-14,17:30:48,White Wine,Wine,1,8.27,Card
2025-01-14,23:16:58,Vodka Soda,Cocktail,2,10.33,Card
2025-01-14,20:42:02,Mojito,Cocktail,1,10.38,Card
2025-01-14,21:45:29,Rum & Coke,Cocktail,3,11.42,Cash
2025-01-14,07:10:39,Mojito,Cocktail,1,11.5,Card
2025-01-14,21:14:01,White Wine,Wine,1,9.49,Card
2025-01-14,06:13:44,Red Wine,Wine,1,10.13,Card
2025-01-14,12:30:46,Margarita,Cocktail,1,11.11,Cash
2025-01-14,20:31:13,Vodka Shot,Shot,2,5.89,Card
2025-01-14,20:49:55,Margarita,Cocktail,3,11.38,Card
2025-01-14,20:18:32,Lager Beer,Beer,1,7.84,Card
2025-01-14,18:33:01,Red Wine,Wine,1,10.78,Cash
2025-01-14,13:24:41,Vodka Soda,Cocktail,1,10.52,Card
2025-01-14,06:39:42,Vodka Shot,Shot,1,5.96,Card
2025-01-15,13:53:36,Red Wine,Wine,2,9.12,Card
2025-01-15,02:07:12,Whiskey Sour,Cocktail,1,12.24,Cash
2025-01-15,09:17:14,Red Wine,Wine,2,10.5,Cash
2025-01-15,17:20:41,IPA Beer,Beer,1,8.58,Card
2025-01-15,20:41:16,Old Fashioned,Cocktail,2,14.17,Card
2025-01-15,19:37:17,Vodka Soda,Cocktail,2,9.19,Cash
2025-01-15,13:06:35,Margarita,Cocktail,1,12.05,Card
2025-01-15,19:08:59,Vodka Shot,Shot,3,5.89,Cash
2025-01-15,19:28:27,IPA Beer,Beer,1,7.56,Card
2025-01-15,23:20:56,Margarita,Cocktail,1,12.51,Card
2025-01-15,21:14:13,White Wine,Wine,1,9.32,Card
2025-01-15,08:06:18,Rum & Coke,Cocktail,2,10.76,Card
2025-01-15,02:41:37,Red Wine,Wine,1,10.1,Card
2025-01-15,08:54:17,Mojito,Cocktail,2,10.31,Card
2025-01-15,20:23:24,Whiskey Sour,Cocktail,2,12.94,Card
2025-01-15,20:00:45,Mojito,Cocktail,3,10.92,Card
2025-01-15,19:30:14,White Wine,Wine,1,9.46,Card
2025-01-15,22:50:43,Rum & Coke,Cocktail,1,11.54,Card
2025-01-15,21:52:37,Vodka Soda,Cocktail,2,9.84,Card
2025-01-15,18:03:46,Rum & Coke,Cocktail,2,10.97,Card
2025-01-15,19:35:06,White Wine,Wine,2,9.52,Card
2025-01-15,21:26:00,Tequila Shot,Shot,1,6.99,Card
2025-01-15,23:21:49,White Wine,Wine,2,9.0,Card
2025-01-15,12:09:07,Whiskey Sour,Cocktail,1,12.76,Card
2025-01-15,03:09:17,Vodka Soda,Cocktail,1,9.59,Card
2025-01-15,17:18:22,Tequila Shot,Shot,1,6.74,Card
2025-01-15,19:11:26,White Wine,Wine,3,9.18,Card
2025-01-15,06:43:14,Red Wine,Wine,2,9.37,Cash
2025-01-15,20:19:05,Red Wine,Wine,1,9.2,Card
2025-01-15,22:32:22,Tequila Shot,Shot,1,6.87,Card
2025-01-15,20:26:16,Whiskey Sour,Cocktail,2,12.15,Card
2025-01-15,12:08:46,Margarita,Cocktail,2,12.57,Card
2025-01-15,18:22:02,Vodka Soda,Cocktail,1,10.86,Card
2025-01-15,20:42:36,Stout Beer,Beer,1,9.9,Card
2025-01-15,14:07:41,Stout Beer,Beer,3,8.71,Card
2025-01-15,16:40:30,Tequila Shot,Shot,3,5.51,Card
2025-01-15,22:30:35,Lager Beer,Beer,2,7.56,Card
2025-01-15,22:25:26,Old Fashioned,Cocktail,2,13.73,Card
2025-01-15,08:49:32,Vodka Shot,Shot,1,6.96,Card
2025-01-15,20:02:55,Vodka Soda,Cocktail,3,10.56,Cash
2025-01-15,21:17:31,Stout Beer,Beer,1,9.11,Card
2025-01-15,18:57:12,Old Fashioned,Cocktail,1,14.07,Card
2025-01-15,20:18:40,Vodka Shot,Shot,1,5.7,Card
2025-01-15,15:08:35,Margarita,Cocktail,3,11.53,Card
2025-01-15,10:24:53,Whiskey Sour,Cocktail,1,13.3,Card
